dataset,algorithm,number_of_classes,number_of_categories,train_size,test_size,cv_idx,accuracy,precision,recall,f1,auc,train_time,pred_time
appendicitis,KNN,2,0,96,10,9,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.0008203983306884766,0.0015387535095214844
appendicitis,KNN,2,0,96,10,10,1.0,1.0,1.0,1.0,1.0,0.0006413459777832031,0.0011181831359863281
appendicitis,MLP,2,0,95,11,1,0.7272727272727273,0.6545454545454545,0.7272727272727273,0.6889952153110048,0.4444444444444444,0.29276156425476074,0.00018405914306640625
appendicitis,MLP,2,0,95,11,2,0.9090909090909091,0.9181818181818181,0.9090909090909091,0.8963317384370018,0.75,0.24062275886535645,0.00017571449279785156
appendicitis,MLP,2,0,95,11,3,0.9090909090909091,0.9181818181818181,0.9090909090909091,0.8963317384370018,0.75,0.22719335556030273,0.00017023086547851562
appendicitis,MLP,2,0,95,11,4,0.9090909090909091,0.9181818181818181,0.9090909090909091,0.8963317384370018,0.75,0.19032549858093262,0.0001652240753173828
appendicitis,MLP,2,0,95,11,5,1.0,1.0,1.0,1.0,1.0,0.23431968688964844,0.00017595291137695312
appendicitis,MLP,2,0,95,11,6,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5416666666666666,0.23933172225952148,0.00016808509826660156
appendicitis,MLP,2,0,96,10,7,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.2087998390197754,0.00018668174743652344
appendicitis,MLP,2,0,96,10,8,0.9,0.9111111111111111,0.9,0.8862745098039216,0.75,0.22798609733581543,0.00017905235290527344
appendicitis,MLP,2,0,96,10,9,0.8,0.64,0.8,0.7111111111111111,0.5,0.2589128017425537,0.00021505355834960938
appendicitis,MLP,2,0,96,10,10,1.0,1.0,1.0,1.0,1.0,0.20041775703430176,0.00019311904907226562
appendicitis,NC,2,0,95,11,1,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6944444444444444,0.0005970001220703125,0.0003542900085449219
appendicitis,NC,2,0,95,11,2,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8371212121212122,0.8888888888888888,0.0006046295166015625,0.0003561973571777344
appendicitis,NC,2,0,95,11,3,0.7272727272727273,0.7765151515151515,0.7272727272727273,0.746524064171123,0.638888888888889,0.0006182193756103516,0.00036025047302246094
appendicitis,NC,2,0,95,11,4,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6944444444444444,0.0004398822784423828,0.00029158592224121094
appendicitis,NC,2,0,95,11,5,0.9090909090909091,0.9393939393939394,0.9090909090909091,0.9155080213903743,0.9444444444444444,0.00058746337890625,0.0003635883331298828
appendicitis,NC,2,0,95,11,6,0.7272727272727273,0.7597402597402598,0.7272727272727273,0.7376623376623376,0.7083333333333334,0.00042557716369628906,0.00026226043701171875
appendicitis,NC,2,0,96,10,7,0.8,0.8,0.8,0.8,0.6875,0.00045490264892578125,0.0002949237823486328
appendicitis,NC,2,0,96,10,8,0.8,0.8,0.8,0.8,0.6875,0.0005593299865722656,0.0003180503845214844
