AEE,ARF,DWM,EFDT,EVQ,HAT,HT,KNNI,LVQ,LVQ2,LVQ2.1,LVQ3,NB,OB,SEVQ,SFAM
0.6530612244897956,0.7051020408163263,0.6973922902494328,0.6973922902494328,0.6821995464852607,0.6399092970521539,0.6973922902494328,0.7004535147392289,0.6617913832199546,0.5739229024943311,0.6524943310657596,0.6768707482993196,0.6973922902494328,0.7456916099773241,0.7464852607709749,0.6596371882086166
0.567857142857143,0.5907142857142859,0.582857142857143,0.6171428571428571,0.7735714285714287,0.6371428571428571,0.6171428571428571,0.8178571428571428,0.7435714285714287,0.7914285714285715,0.7135714285714285,0.5921428571428572,0.6171428571428571,0.8978571428571429,0.8978571428571429,0.877857142857143
0.5957142857142858,0.6442857142857144,0.5900000000000001,0.6092857142857141,0.8114285714285716,0.6892857142857144,0.6092857142857141,0.7035714285714286,0.7935714285714287,0.7335714285714287,0.5907142857142857,0.5335714285714285,0.6092857142857141,0.7878571428571428,0.8514285714285716,0.9157142857142858
0.4131944444444444,0.5610119047619048,0.4330357142857143,0.4682539682539682,0.7633928571428572,0.4682539682539682,0.4682539682539682,0.7633928571428572,0.6845238095238095,0.5515873015873016,0.7633928571428572,0.5882936507936508,0.4682539682539682,0.7896825396825397,0.6671626984126984,0.63640873015873
0.7020089285714286,0.6564360119047619,0.7020089285714286,0.7020089285714286,0.5509672619047621,0.7775297619047619,0.7020089285714286,0.5917038690476191,0.68359375,0.6296502976190476,0.6214657738095238,0.6644345238095237,0.7020089285714286,0.5917038690476191,0.5563616071428572,0.7501860119047619
0.74609375,0.6564360119047619,0.74609375,0.74609375,0.6398809523809523,0.7373511904761905,0.74609375,0.5139508928571428,0.5926339285714286,0.5522693452380952,0.5598958333333333,0.6912202380952381,0.74609375,0.5037202380952381,0.6800595238095238,0.7228422619047619
0.7059151785714286,0.4760044642857143,0.7059151785714286,0.7059151785714286,0.8318452380952381,0.7159598214285714,0.7059151785714286,0.6774553571428572,0.4425223214285714,0.36923363095238104,0.4769345238095238,0.4421502976190477,0.7059151785714286,0.6882440476190477,0.8318452380952381,0.8284970238095238
0.8794642857142856,0.7319568452380952,0.8794642857142856,0.8794642857142856,0.7881324404761905,0.8441220238095238,0.8794642857142856,0.6344866071428572,0.5111607142857143,0.5671502976190477,0.720610119047619,0.6350446428571428,0.8794642857142856,0.5539434523809523,0.6798735119047621,0.8815104166666667
0.74609375,0.7074032738095238,0.7916666666666667,0.74609375,0.6071428571428572,0.74609375,0.74609375,0.5241815476190477,0.3798363095238095,0.5186011904761905,0.6201636904761905,0.5120907738095238,0.74609375,0.5267857142857143,0.6125372023809523,0.6928943452380953
0.833891369047619,0.833891369047619,0.833891369047619,0.833891369047619,0.8045014880952381,0.7970610119047619,0.833891369047619,0.3826264880952381,0.4268973214285714,0.833891369047619,0.4936755952380952,0.6586681547619049,0.833891369047619,0.4228050595238095,0.7717633928571428,0.80859375
0.7427455357142857,0.7916666666666667,0.7427455357142857,0.7427455357142857,0.8426339285714286,0.6657366071428571,0.7427455357142857,0.6398809523809523,0.5498511904761905,0.8318452380952381,0.6147693452380952,0.5204613095238095,0.7427455357142857,0.7107514880952381,0.7643229166666666,0.6073288690476191
0.9270833333333331,0.8413318452380953,0.806547619047619,0.806547619047619,0.7712053571428572,0.8392857142857143,0.806547619047619,0.5293898809523809,0.8018973214285715,0.9244791666666666,0.5982142857142857,0.4765625,0.806547619047619,0.5723586309523809,0.7712053571428572,0.6982886904761906
0.6657366071428571,0.7883184523809523,0.5494791666666666,0.6657366071428571,0.8283110119047621,0.7113095238095238,0.6657366071428571,0.6698288690476191,0.7546502976190477,0.5161830357142857,0.6264880952380952,0.6235119047619048,0.6657366071428571,0.6268601190476191,0.79296875,0.7632068452380953
0.8229166666666667,0.9114583333333336,0.8671875,0.8229166666666667,0.765625,0.8671875,0.8229166666666667,0.55859375,0.7695312500000002,0.8671875,0.6927083333333333,0.5911458333333334,0.8229166666666667,0.6471354166666666,0.6328125000000001,0.7213541666666666
0.8333333333333333,0.7250000000000001,0.8333333333333333,0.8333333333333333,0.6,0.8416666666666667,0.8333333333333333,0.675,0.7666666666666666,0.7333333333333333,0.7999999999999999,0.5583333333333335,0.8333333333333333,0.7000000000000001,0.7083333333333334,0.6416666666666666
0.925,0.8083333333333333,0.925,0.925,0.7583333333333334,0.9583333333333331,0.925,0.7333333333333333,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.8083333333333333,0.925,0.8416666666666667,0.6833333333333333,0.8333333333333333
0.8250000000000001,0.7833333333333334,0.8250000000000001,0.8250000000000001,0.7000000000000001,0.8666666666666667,0.8250000000000001,0.7416666666666667,0.8250000000000001,0.8250000000000001,0.7833333333333334,0.7833333333333334,0.8250000000000001,0.7416666666666667,0.7000000000000001,0.6833333333333333
0.8916666666666666,0.7750000000000001,0.8916666666666666,0.8916666666666666,0.8166666666666668,0.8583333333333333,0.8916666666666666,0.8500000000000001,0.8083333333333333,0.8083333333333333,0.7666666666666666,0.7500000000000002,0.8916666666666666,0.8500000000000001,0.7833333333333334,0.6083333333333334
